raw_character_text,spoken_words
Lenny Leonard,"Hey! Way to go, Homer. Way to go."
Another Worker,"Hey, what'll I tell the boss?"
Homer Simpson,Tell him I'm going to the back seat of my car with the woman I love. And I won't be back for ten minutes.
,
Intern,"You can do it, Homer. Stand up."
Homer Simpson,I can't.
Intern,He just won't budge. I've tried everything. Nothing can reach him.
Homer Simpson,Mmm... chocolate.
,
Homer Simpson,Wow. Chocolate -- half price!
Homer Simpson,"Mmmm, chocolate."
Homer Simpson,
Homer Simpson,
Homer Simpson,"Can't breathe... sweet chocolate... cutting off air... ...Mmm, nuts."
Homer Simpson,"Oh, yeah."
,
Grampa Simpson,Poor Homer. This world was never meant for one as beautiful as you.
Grampa Simpson,Ahhh! Kill it! Kill it!
Marge Simpson,"Grampa, please. He's in a coma."
Grampa Simpson,"Coma? Why, I go in and out of comas all the... French toast, please."
Lisa Simpson,Is a coma painful?
Grampa Simpson,"Oh, heck, no! You relive long lost-summers, kiss girls from high school -- it's like one of those TV shows where they show a buncha clips from old episodes."
Bart Simpson,"Yeah, well, anyway, I wonder what he's thinking now."
,
C. Montgomery Burns,This man is costing my health plan five thousand dollars a day. I demand that he die with dignity.
Dr. Julius Hibbert,"Now look, I'm the doctor here!"
C. Montgomery Burns,"Well, I demand a second opinion."
Dr. Nick Riviera,"Hi, everybody!"
C. Montgomery Burns,"Hi, Dr. Nick!"
Homer Simpson,Oof.
Bart Simpson,And sometimes I got into trouble...
Dr. Nick Riviera,"Oh, dear. I see no signs of life. Just to be safe, we better pull the plug."
C. Montgomery Burns,Yoink.
Marge Simpson,"Mr. Burns, how can you be so cold- hearted?"
C. Montgomery Burns,"You have no idea, woman, what that man's put me through."
,
Homer Simpson,Uh... Mr. Burns... I need to borrow some money.
C. Montgomery Burns,"Please, do go on..."
Homer Simpson,I know you're a good man... and I have a dog that's very sick...
C. Montgomery Burns,"Oh, please, continue..."
Homer Simpson,I thought maybe you...
Homer Simpson,"Oh. Well, thanks for your time."
Professor Jonathan Frink,"I have an unorthodox solution: a ""fantastic voyage"", if you will. Three scientists... One a beautiful woman... will be shrunk to microscopic size. They will then rendezvous in Mr. Simpson's lower colon --"
Lisa Simpson,Eww.
Professor Jonathan Frink,"Well, we have had a little trouble finding volunteers..."
,
Lisa Simpson,"I wish I'd gotten to know you better, Dad. But there were times when we really connected."
,
Lisa Simpson,"Hi, Dad. Want me to cut out this infernal racket?"
Homer Simpson,No. Let me hear you play.
Lisa Simpson,Why?
Homer Simpson,"Does a father have to explain? Let's just share your gift, okay?"
Homer Simpson,"Yeah, that's more like it! ""OH, I WANT TO BE IN THAT RUMBA / WHEN THE SAINTS GO OVER THERE.... OVER THERE..."
Homer Simpson,"OVER THERE."""
Lisa Simpson,"I wrote this for you, Dad."
,
,
Bart Simpson,"Dad, I'm so sorry. I know I haven't been a perfect kid..."
,
Homer Simpson,Why you little...
Homer Simpson,What the...
Bart Simpson,
,
Bart Simpson,I know that I got you mad once in a while...
,
Lisa Simpson,"Bart, you can't go on like this."
Bart Simpson,I know.
Bart Simpson,...but you always looked out for me.
Marge Simpson,"Homer, it's really coming down. Could you check on the boys?"
Homer Simpson,They're fine.
Bart Simpson,"And no matter what happens, I'll never forget the advice you gave me."
,
Homer Simpson,"Now, come on. You're gonna learn how to shave."
,
Homer Simpson,"...and, finally, the little spot under your nose. Next, we take some toilet paper, tear off some teensy little squares, and stick one there, and there, and any place you're bleeding. There and there. Don't worry, the blood will hold it right on your face. Now, some aftershave."
Homer Simpson,Ah! Ooh! Arg! Son of a -- ! Ah! And that's how we shave.
Bart Simpson,"Dad, it's all my fault! I shook up that can of beer!"
Bart Simpson,It was just an April Fool's joke.
Homer Simpson,"Why, you little --"
Marge Simpson,Homie! You're all right!
Lisa Simpson,We're a family again!
,
Homer Simpson,This calls for a celebration. We're all going to Hawaii!
Lisa Simpson,
Homer Simpson,Gotcha! It's April Fool's for two more minutes!
Bart Simpson,"Dad, it's May 16th."
Lisa Simpson,You were in that coma for seven weeks.
Marge Simpson,Uh-huh.
Lisa Simpson,
Marge Simpson,You lost five percent of your brain.
Homer Simpson,Me lose brain? Uh-oh.
Homer Simpson,Why'd I laugh?
,
Krusty the Clown,Mmm. Delicious.
Chef,"Now, Krusty, I hear it's your birthday, so I got your mother's recipe for matzoh brei."
Krusty the Clown,"Hey, I don't do the Jewish stuff on the air."
Chef,"But Herschel, bubbeleh --"
Krusty the Clown,Ix-nay on the Ew-Jay! Roll the cartoon.
,
Lisa Simpson,It's so sad that Krusty is ashamed of his roots.
Homer Simpson,"Marge, it happened again!"
Bart Simpson,What are you gonna change your name to when you grow up?
Lisa Simpson,Lois Sanborn.
Bart Simpson,Steve Bennett.
Scratchy,Ow.
Itchy,"He, he, he."
Scratchy,Ow.
Itchy,"He, he, he."
Scratchy,Ow.
Itchy,"He, he, he."
Lisa Simpson,This is a rather lifeless outing.
Bart Simpson,Don't worry. They're building to something.
Scratchy,Ow.
Itchy,"He, he, he."
Scratchy,"Kids, say no to drugs."
,
Krusty the Clown,"I could pull a better cartoon out of my A... Hey, whoa! Wasn't that great, kids?"
,
Lisa Simpson,That's as bad as the tasteless Itchy and Sambo cartoons of the late 30s. The writers should be ashamed of themselves.
Bart Simpson,Cartoons have writers?
Lisa Simpson,"Yeah, sort of."
Bart Simpson,"Oh, yeah, well you and I could write a better cartoon than that."
Lisa Simpson,"Write a cartoon ourselves? Bart, are you thinking what I'm thinking?"
Bart Simpson,Probably not.
Bart Simpson,Lie in the snow and count to sixty.
Bart Simpson,"Giddiyup! Merry Christmas, suckers."
Marge Simpson,"""Third Notice,"" ""Final Notice,"" ""Some Guys are Coming.""... Ooh, what's this?"
Marge Simpson,An invitation to our High School Reunion.
Marge Simpson,"Gee, that's odd. They didn't send one to you."
Homer Simpson,"Marge, I ate those fancy soaps you bought for the bathroom."
Marge Simpson,Oh my God.
Homer Simpson,"Marge, I never graduated from high school."
Marge Simpson,"Well that still doesn't explain why you ate my soap. Wait, maybe it does."
Homer Simpson,"I never passed remedial science one ""A""."
Marge Simpson,And you're a nuclear technician?
Homer Simpson,"Marge, ixnay on the uclear-nay ecnitian-tay."
Marge Simpson,What did you way?
Homer Simpson,"I don't know. I flunked Latin, too."
Lisa Simpson,"According to this book, the first thing we need is a setting."
Bart Simpson,Okay... setting... setting... setting... setting...
Bart Simpson,How about a barber shop?
Lisa Simpson,Great.
,
Lisa Simpson,Scratchy is getting a haircut. Then Itchy -- the barber -- chops Scratchy's head off with a razor!
Bart Simpson,"Eh, too predictable. The way I see it, instead of shampoo Itchy covers Scratchy's hair with barbecue sauce... opens a box of flesh-eating ants... and the rest writes itself."
Elvis,"Eh, this show ain't no good."
Lisa Simpson,Finished. Now all we have to do is put our names on it.
Bart Simpson,Fine. Put my name first.
Lisa Simpson,No way.
Bart Simpson,"All right, then to decide it, I propose a race around the world. Meet me at Luster Square at noon tomorrow. The queen herself shall drop the checkered flag."
Lisa Simpson,"Look there's only one reasonable way to settle this: rock, paper, scissors."
Bart Simpson,Rock.
Lisa Simpson,Paper.
Bart Simpson,
,
,
Writer,"But sir, at Harvard they taught me to..."
Roxie,"Sir, a Lisa and Bart Simpson sent you a script..."
Grampa Simpson,"""Ishy and Wha?"" Uh, you must be some kind of crazy person!"
Ned Flanders,"Okely, dokely do!"
Bart's Thoughts,Good ol' rock. Nothing beats that.
Lisa's Thoughts,Poor predictable Bart. Always takes rock.
Writer,Fair Harvard I
Writer,"You, sir, have the boorish manners of a Yalie."
,
Lisa Simpson,"Bart, they rejected our script."
Bart Simpson,I guess we're just not cut out to be writers.
Lisa Simpson,Maybe he just doesn't take us seriously 'cause we're kids. Let's put a grownup's name on it.
Bart Simpson,"Well, how about Grampa? He's pretty out of it. He let those guys use his check book for a whole year."
,
,
Grampa Simpson,"... when I read your magazine I don't see one wrinkled face or a single toothless grin. For shame! To the sickos at ""Modern Bride"" magazine."
Bart Simpson,"Hey Grampa, we need to know your first name."
Grampa Simpson,You're making my tombstone!
Lisa Simpson,"No, we're just curious."
Grampa Simpson,"All right, let's see. First name... first name... well, whenever I'm confused, I just check my underwear. It holds the answer to all the important questions."
Grampa Simpson,Call me... Abraham Simpson!
Lisa Simpson,"Grampa, how'd you take off your underwear without taking off your pants?"
Grampa Simpson,I don't know.
,
Writer,"Sir, you locked my office, and I wanted to get my Harvard mug."
,
Orderly,"Phone call, Simpson."
Grampa Simpson,Beh?
Roxie,"Is this the Abraham Simpson who wrote the ""Itchy and Scratchy"" episode?"
Roxie,"I'm sorry, but we have a substantial check here for a Mr. Abraham Simpson."
Grampa Simpson,"That's right, I did the Iggy."
,
Homer Simpson,"Ah, my high school yearbook..."
Homer Simpson,You handsome devil.
Homer Simpson,I can't believe I ate the whole thing.
Homer Simpson,"""Activities, none. Sports, none. Honors, none."" So many memories."
Marge Simpson,Time to go to the reunion.
Homer Simpson,"It'll be great to see the old gang again... Potsy, Ralph Malph, ""The Fonz""..."
Marge Simpson,"That was ""Happy Days."""
Homer Simpson,"No, they weren't all happy Days. Like the time Pinky Tuscadero crashed her motorcycle -- or the night I lost all my money to those card sharks, and my Dad, Tom Bosley, had to get it back."
Marge Simpson,
,
Marge Simpson,"Hello, Principal Dondelinger."
Principal Dondelinger,"Marge Bouvier, it's so good to see you."
Principal Dondelinger,"Sorry, sir. We're not letting vagrants sleep in the gym tonight. But we will be putting some scraps by the back door."
Homer Simpson,
Principal Dondelinger,"Oh, it's you Simpson."
Homer Simpson,"Look, there's Bobby Mindich, the class clown."
Bobby Mindich,I am not a crook.
Homer Simpson,Richard Nixon.
Marge Simpson,I know.
,
Marge Simpson,"Oh my God, it's my old boyfriend, Artie Ziff."
ARTIE,"Hello, Marge. Have you heard? I'm stinking rich."
ARTIE,Jealous?
Homer Simpson,I'll bet you'd trade it all for one night with my wife.
ARTIE,I would.
Homer Simpson,Hmmm.
Marge Simpson,Homer!
,
Bobby Mindich,"Hey, man. It's Dave. Open up man. Dave's not here, man."
Homer Simpson,
Bobby Mindich,"Okay now, let's move on..."
Bart Simpson,Grampa? Grampa?
Homer Simpson,"The guy's so high, he doesn't even know that's Dave."
Bobby Mindich,Homer? Homer?
Homer Simpson,"Homer's not here, man."
Bobby Mindich,"Okay, very good. Now, let's get on with our rilly big shew..."
Homer Simpson,Ed Sullivan.
Marge Simpson,Shhhh.
Bobby Mindich,"... First, the award for the alumnus who's gained the most weight..."
Bobby Mindich,Homer Simpson!
Homer Simpson,Oh my God!
Bobby Mindich,"How'd you do it, Homer?"
Homer Simpson,I discovered a meal between breakfast and brunch.
Bobby Mindich,"And now, the award for most improved odor... Homer Simpson!"
Homer Simpson,Yes!
Bobby Mindich,"And the person who traveled the least distance to be here... well, kiss my grits... Homer Simpson!"
Homer Simpson,What can I say? It hasn't been easy staying in my rut...
Principal Dondelinger,"Class of '74, I was just uh leafing through your permanent records when I discovered something shocking. Homer Simpson never passed Remedial Science 1A and thus never graduated from high school."
Principal Dondelinger,"I'm sorry, Simpson, but I-I'm gonna have to take back those awards."
Bobby Mindich,"This is Howard Cosmell. Homer Simpson is a boob. What do you think, J.J.? Dynomite!"
Barney Gumble,Didn't graduate. How low can you get?
Barney's Boss,"Barney, where's your cummerbund?"
Barney Gumble,It fell in the toilet.
Homer Simpson,"Marge, I have my pride. I'm going to go to night school, earn my high school diploma, and get back my most improved odor trophy!"
Homer Simpson,
,
Grampa Simpson,I want my check!
Grampa Simpson,I want another one.
Grampa Simpson,My chest hurts.
,
Writer #2,"Actually, you know, I wrote my thesis on life experience... and..."
Grampa Simpson,I spent forty years as a night watchman at a cranberry silo.
,
Krusty the Clown,"So this patch steadily releases nicotine into my body, eliminating my need for a cigarette."
Krusty the Clown,Roll the cartoon.
Lisa Simpson,Bart! Our Cartoon's on TV!
Bart Simpson,All right! Turn up the volume.
Announcer,Erosion is a slow but steady process...
Lisa Simpson,
Elvis,"Eh, this show ain't no good."
Lisa Simpson,
Homer Simpson,"Bart, Lisa I have something to tell you, and I'm not proud of it."
Bart Simpson,"Dad, whatever you say, you know you will always have my love and respect."
Homer Simpson,I never graduated from high school.
Bart Simpson,
Grampa Simpson,"Hello, son! I was on my way home from work and thought I'd drop by."
Homer Simpson,"Oh, you have a job?"
Grampa Simpson,They pay me eight hundred dollars a week to tell a cat and a mouse what to do.
Homer Simpson,I see.
Grampa Simpson,Lalalalalalalalalalalala.
Bart Simpson,"Dad, can we talk to Grampa alone for a minute?"
Homer Simpson,"All right. But if he starts to wig out, try to lure him into the cellar."
,
Lisa Simpson,... then we put your name on the script and sent it in.
Bart Simpson,Didn't you wonder why you were getting checks for doing absolutely nothing?
Grampa Simpson,I figured 'cause the Democrats were in power again.
Lisa Simpson,"Grampa, we could write the scripts for you and split the money three ways."
Grampa Simpson,I dunno. I'd better sleep on it.
Grampa Simpson,"Why'd you wake me? I was having the nicest dream. I dreamt I was the Queen of the Old West. I kept a six shooter in my garter, I did..."
Bart Simpson,Do we have a deal?
Grampa Simpson,"Sure, sure."
Grampa Simpson,Boys! Stop! You can both marry me.
Cowboys,
,
Lisa Simpson,Yay!
Grampa Simpson,Any stairs?
Grampa Simpson,Nuts to you!
,
Lisa Simpson,"Wow, it must be expensive to produce all these cartoons."
,
,
Principal Dondelinger,Welcome to Remedial Science 1A. My uh wife recently passed away... I thought teaching might ease my loneliness.
Homer Simpson,Will this be on the test?
Principal Dondelinger,No.
Homer Simpson,
,
Krusty the Clown,"Hey Mel, bring me another nicotine patch."
Krusty the Clown,"I think there's some space left on my butt. And now, here's another fine Itchy and Scratchy cartoon by Abraham Simpson."
,
,
Principal Dondelinger,"Now, I'm going to uh burn this donut to show you how many calories it has."
Homer Simpson,Nooooooo!
